Member_number,Date,itemDescription,category
4285,22-04-2015,roll products ,Uncategorized
4822,26-02-2015,other vegetables,Vegetables
3588,15-12-2015,berries,Uncategorized
2520,06-12-2015,soda,Beverages
1088,14-01-2015,berries,Uncategorized
1486,23-09-2015,beef,Meat
4080,03-07-2015,whole milk,Dairy
3058,27-07-2015,butter,Dairy
3133,01-12-2015,curd cheese,Dairy
1731,17-08-2015,whole milk,Dairy
2436,17-02-2015,margarine,Uncategorized
3452,15-05-2015,pastry,Bakery
2761,11-01-2015,semi-finished bread,Bakery
1705,28-07-2015,whole milk,Dairy
3221,01-04-2015,berries,Uncategorized
1384,19-12-2015,domestic eggs,Uncategorized
4570,22-08-2015,tropical fruit,Fruits
2506,27-12-2015,soda,Beverages
3380,23-04-2015,flour,Dry Goods
2765,30-11-2015,yogurt,Dairy
4840,05-06-2015,whipped/sour cream,Dairy
1685,18-08-2015,whole milk,Dairy
2028,01-03-2015,frozen vegetables,Vegetables
1125,27-08-2015,pastry,Bakery
1054,02-09-2015,oil,Uncategorized
4274,23-01-2015,other vegetables,Vegetables
2710,14-10-2015,long life bakery product,Uncategorized
2699,28-11-2015,pastry,Bakery
1918,29-09-2015,butter milk,Dairy
4936,02-03-2015,root vegetables,Vegetables
2535,20-03-2015,rolls/buns,Bakery
4495,24-08-2015,domestic eggs,Uncategorized
4216,24-02-2015,rolls/buns,Bakery
1515,21-09-2015,cat food,Pet Supplies
2604,26-01-2015,white bread,Bakery
4820,07-12-2015,snack products,Snacks
2340,28-11-2015,whole milk,Dairy
2864,13-03-2015,tropical fruit,Fruits
1366,29-11-2015,beef,Meat
3317,29-06-2015,dessert,Uncategorized
4218,11-01-2015,berries,Uncategorized
3958,04-11-2015,rolls/buns,Bakery
1309,01-04-2015,cocoa drinks,Uncategorized
1394,24-05-2015,bottled beer,Uncategorized
4412,04-05-2015,frozen vegetables,Vegetables
3649,21-06-2015,yogurt,Dairy
4805,13-10-2015,whole milk,Dairy
1599,20-04-2015,whole milk,Dairy
4321,12-09-2015,newspapers,Uncategorized
3397,20-02-2015,curd,Uncategorized
3767,06-06-2015,beverages,Uncategorized
2781,01-06-2015,other vegetables,Vegetables
3750,17-05-2015,curd,Uncategorized
4574,27-11-2015,whole milk,Dairy
4180,01-04-2015,brown bread,Bakery
3897,01-02-2015,UHT-milk,Dairy
4333,01-07-2015,soft cheese,Dairy
3796,06-06-2015,bottled beer,Uncategorized
2240,18-05-2015,canned beer,Canned Goods
2967,06-02-2015,domestic eggs,Uncategorized
2581,14-12-2015,coffee,Beverages
1248,15-12-2015,whole milk,Dairy
3830,18-10-2015,coffee,Beverages
3976,08-05-2015,onions,Uncategorized
1842,23-02-2015,cream cheese ,Dairy
1626,18-02-2015,chewing gum,Uncategorized
4059,05-01-2015,whole milk,Dairy
2370,12-09-2015,chocolate,Snacks
4466,03-09-2015,yogurt,Dairy
2404,10-02-2015,yogurt,Dairy
3224,14-03-2015,shopping bags,Uncategorized
1478,12-02-2015,bottled water,Beverages
2229,22-12-2015,misc. beverages,Uncategorized
4418,04-10-2015,rolls/buns,Bakery
3571,07-07-2015,baking powder,Uncategorized
2234,27-02-2015,root vegetables,Vegetables
3416,07-02-2015,canned beer,Canned Goods
3429,29-06-2015,root vegetables,Vegetables
1046,24-06-2015,bottled water,Beverages
4498,19-04-2015,chocolate,Snacks
2152,03-09-2015,whisky,Uncategorized
1425,18-03-2015,brown bread,Bakery
3946,19-11-2015,newspapers,Uncategorized
1009,14-05-2015,yogurt,Dairy
2825,25-12-2015,whisky,Uncategorized
4592,22-06-2015,chocolate,Snacks
1449,27-05-2015,soda,Beverages
1837,18-06-2015,domestic eggs,Uncategorized
4322,31-10-2015,chocolate,Snacks
2039,18-06-2015,oil,Uncategorized
3999,19-05-2015,fruit/vegetable juice,Fruits
1183,04-01-2015,domestic eggs,Uncategorized
2441,03-07-2015,rolls/buns,Bakery
2739,19-09-2015,specialty bar,Snacks
3049,05-02-2015,yogurt,Dairy
1697,29-05-2015,kitchen towels,Uncategorized
4109,24-08-2015,other vegetables,Vegetables
3217,20-03-2015,cream cheese ,Dairy
4879,12-10-2015,yogurt,Dairy
3505,11-10-2015,domestic eggs,Uncategorized
4292,26-10-2015,yogurt,Dairy
4813,04-08-2015,specialty chocolate,Snacks
1379,17-04-2015,cream cheese ,Dairy
3410,31-05-2015,rolls/buns,Bakery
4074,10-09-2015,flour,Dry Goods
3438,04-01-2015,waffles,Uncategorized
2919,30-06-2015,candles,Uncategorized
1401,29-05-2015,soda,Beverages
2074,20-12-2015,UHT-milk,Dairy
4193,30-08-2015,specialty chocolate,Snacks
1195,04-11-2015,liquor,Uncategorized
4850,15-07-2015,packaged fruit/vegetables,Fruits
3255,08-01-2015,whole milk,Dairy
2572,27-05-2015,dog food,Pet Supplies
3803,14-12-2015,vinegar,Uncategorized
3342,22-06-2015,long life bakery product,Uncategorized
3167,20-08-2015,specialty chocolate,Snacks
3517,14-07-2015,hard cheese,Dairy
1391,14-03-2015,yogurt,Dairy
2682,20-01-2015,whole milk,Dairy
1363,15-01-2015,hard cheese,Dairy
4849,17-05-2015,berries,Uncategorized
3107,16-11-2015,frozen vegetables,Vegetables
2171,22-04-2015,ice cream,Dairy
2286,19-06-2015,napkins,Uncategorized
1449,03-10-2015,tropical fruit,Fruits
2192,10-02-2015,soda,Beverages
1926,29-05-2015,brown bread,Bakery
1245,04-12-2015,shopping bags,Uncategorized
4034,13-11-2015,rolls/buns,Bakery
3719,22-02-2015,canned beer,Canned Goods
1033,15-06-2015,waffles,Uncategorized
1293,26-10-2015,specialty cheese,Dairy
3737,12-12-2015,soda,Beverages
1114,26-04-2015,shopping bags,Uncategorized
2286,04-12-2015,other vegetables,Vegetables
1782,13-09-2015,yogurt,Dairy
2837,19-09-2015,citrus fruit,Fruits
2011,23-12-2015,candles,Uncategorized
3067,22-09-2015,margarine,Uncategorized
3191,30-12-2015,chocolate marshmallow,Snacks
4161,24-09-2015,fruit/vegetable juice,Fruits
2526,16-10-2015,yogurt,Dairy
1582,08-07-2015,margarine,Uncategorized
3663,20-11-2015,rolls/buns,Bakery
1237,08-03-2015,hard cheese,Dairy
2635,17-09-2015,specialty bar,Snacks
3034,22-05-2015,other vegetables,Vegetables
3005,12-07-2015,fruit/vegetable juice,Fruits
2476,30-07-2015,canned beer,Canned Goods
1052,15-05-2015,whipped/sour cream,Dairy
3781,23-09-2015,pip fruit,Fruits
4736,03-04-2015,onions,Uncategorized
4101,30-01-2015,rolls/buns,Bakery
2535,17-10-2015,frozen vegetables,Vegetables
1924,07-09-2015,semi-finished bread,Bakery
3079,04-01-2015,chicken,Meat
4270,08-02-2015,shopping bags,Uncategorized
2797,12-09-2015,coffee,Beverages
3813,18-01-2015,cat food,Pet Supplies
4412,20-12-2015,napkins,Uncategorized
2997,02-06-2015,soda,Beverages
3703,24-03-2015,chocolate,Snacks
2260,02-10-2015,chocolate,Snacks
3583,03-12-2015,whipped/sour cream,Dairy
2513,30-01-2015,rolls/buns,Bakery
4336,25-09-2015,prosecco,Uncategorized
2017,19-02-2015,white wine,Uncategorized
2787,09-05-2015,specialty bar,Snacks
3460,14-09-2015,dessert,Uncategorized
4056,29-08-2015,herbs,Spices & Seasonings
2063,23-08-2015,cream cheese ,Dairy
2085,04-04-2015,domestic eggs,Uncategorized
3778,13-03-2015,meat,Uncategorized
2691,09-03-2015,rolls/buns,Bakery
2534,08-11-2015,specialty cheese,Dairy
2315,17-12-2015,roll products ,Uncategorized
1094,16-05-2015,soda,Beverages
4529,24-05-2015,tropical fruit,Fruits
2745,29-04-2015,coffee,Beverages
4352,28-11-2015,dog food,Pet Supplies
2783,31-03-2015,cream cheese ,Dairy
3280,14-04-2015,tropical fruit,Fruits
3473,07-04-2015,liquor (appetizer),Pet Supplies
3476,28-06-2015,white bread,Bakery
2173,11-08-2015,long life bakery product,Uncategorized
4170,11-05-2015,onions,Uncategorized
1596,14-07-2015,beverages,Uncategorized
1265,13-04-2015,yogurt,Dairy
1259,20-09-2015,whole milk,Dairy
4102,23-10-2015,grapes,Uncategorized
3465,16-04-2015,white wine,Uncategorized
3504,05-11-2015,other vegetables,Vegetables
3336,26-03-2015,tropical fruit,Fruits
3001,14-11-2015,bottled water,Beverages
4078,18-04-2015,shopping bags,Uncategorized
3244,20-11-2015,newspapers,Uncategorized
3544,10-03-2015,hard cheese,Dairy
2760,14-04-2015,soda,Beverages
4643,02-12-2015,UHT-milk,Dairy
3601,20-12-2015,other vegetables,Vegetables
2275,02-08-2015,pet care,Pet Supplies
3082,10-04-2015,pip fruit,Fruits
4273,22-01-2015,red/blush wine,Uncategorized
1951,22-10-2015,rolls/buns,Bakery
3589,31-01-2015,rolls/buns,Bakery
2404,15-10-2015,whole milk,Dairy
3619,07-04-2015,dessert,Uncategorized
4733,09-03-2015,other vegetables,Vegetables
4868,02-05-2015,long life bakery product,Uncategorized
3410,03-07-2015,coffee,Beverages
4937,14-02-2015,bottled water,Beverages
2979,09-08-2015,onions,Uncategorized
2278,10-08-2015,coffee,Beverages
4512,08-11-2015,newspapers,Uncategorized
1940,18-11-2015,chocolate,Snacks
1867,29-03-2015,fruit/vegetable juice,Fruits
1888,21-05-2015,whipped/sour cream,Dairy
2073,18-06-2015,domestic eggs,Uncategorized
4023,21-01-2015,soda,Beverages
4416,29-10-2015,white bread,Bakery
4210,07-08-2015,other vegetables,Vegetables
1520,26-02-2015,yogurt,Dairy
1890,20-04-2015,curd,Uncategorized
3079,30-01-2015,chocolate,Snacks
1772,02-11-2015,brown bread,Bakery
1361,12-07-2015,salt,Dry Goods
4073,13-02-2015,butter milk,Dairy
2128,24-04-2015,frozen meals,Frozen
1882,25-09-2015,chocolate,Snacks
4895,01-06-2015,specialty bar,Snacks
1431,05-03-2015,whole milk,Dairy
2159,17-07-2015,white bread,Bakery
2666,14-12-2015,fruit/vegetable juice,Fruits
2986,19-05-2015,whole milk,Dairy
3491,26-10-2015,female sanitary products,Uncategorized
3844,14-08-2015,curd,Uncategorized
4002,30-04-2015,white wine,Uncategorized
3963,26-01-2015,meat spreads,Uncategorized
2997,03-08-2015,soda,Beverages
4122,05-06-2015,chocolate,Snacks
4326,11-04-2015,yogurt,Dairy
4331,10-09-2015,sugar,Dry Goods
4199,29-12-2015,UHT-milk,Dairy
1910,25-09-2015,margarine,Uncategorized
2713,18-08-2015,rolls/buns,Bakery
4535,05-12-2015,rolls/buns,Bakery
1529,17-06-2015,soda,Beverages
4361,18-02-2015,bottled water,Beverages
1208,21-08-2015,frozen meals,Frozen
1789,22-10-2015,yogurt,Dairy
4592,07-08-2015,hamburger meat,Meat
2141,08-03-2015,whole milk,Dairy
1425,24-09-2015,other vegetables,Vegetables
3264,13-01-2015,dessert,Uncategorized
4575,10-12-2015,other vegetables,Vegetables
1042,22-05-2015,bottled water,Beverages
4624,18-05-2015,whipped/sour cream,Dairy
1692,08-05-2015,chicken,Meat
4861,28-03-2015,frozen vegetables,Vegetables
1409,28-07-2015,tropical fruit,Fruits
4403,08-05-2015,yogurt,Dairy
1000,25-11-2015,hygiene articles,Uncategorized
2359,28-08-2015,margarine,Uncategorized
1613,08-08-2015,cream cheese ,Dairy
2632,17-08-2015,frozen meals,Frozen
3974,19-06-2015,curd,Uncategorized
1742,27-11-2015,root vegetables,Vegetables
3281,25-10-2015,root vegetables,Vegetables
2610,21-10-2015,pastry,Bakery
3209,25-01-2015,newspapers,Uncategorized
1032,13-07-2015,whipped/sour cream,Dairy
2257,15-05-2015,yogurt,Dairy
4500,08-06-2015,flour,Dry Goods
2134,27-08-2015,whole milk,Dairy
4542,18-01-2015,coffee,Beverages
1921,23-02-2015,rolls/buns,Bakery
3363,29-12-2015,margarine,Uncategorized
3220,07-11-2015,rolls/buns,Bakery
2547,06-04-2015,other vegetables,Vegetables
3675,03-08-2015,white wine,Uncategorized
3410,30-08-2015,onions,Uncategorized
3721,04-07-2015,soda,Beverages
2204,27-09-2015,liquor (appetizer),Pet Supplies
2251,27-02-2015,packaged fruit/vegetables,Fruits
4706,07-08-2015,whole milk,Dairy
1762,21-01-2015,other vegetables,Vegetables
2996,08-01-2015,other vegetables,Vegetables
3727,19-05-2015,curd,Uncategorized
4230,25-06-2015,white wine,Uncategorized
2089,16-10-2015,curd,Uncategorized
1452,21-05-2015,whole milk,Dairy
4176,05-05-2015,flour,Dry Goods
2484,12-08-2015,newspapers,Uncategorized
3590,30-05-2015,salt,Dry Goods
1015,22-03-2015,beef,Meat
4942,29-01-2015,bottled water,Beverages
2038,17-05-2015,whole milk,Dairy
4024,11-03-2015,grapes,Uncategorized
4089,04-10-2015,rolls/buns,Bakery
2287,23-09-2015,rolls/buns,Bakery
1946,08-12-2015,candy,Uncategorized
4899,13-03-2015,other vegetables,Vegetables
4656,01-11-2015,coffee,Beverages
1340,18-11-2015,brown bread,Bakery
3800,08-02-2015,root vegetables,Vegetables
4883,16-01-2015,frozen fish,Seafood
4752,18-05-2015,pip fruit,Fruits
4120,13-03-2015,rolls/buns,Bakery
1776,20-03-2015,yogurt,Dairy
4445,15-04-2015,flour,Dry Goods
1515,06-11-2015,candy,Uncategorized
4470,23-06-2015,other vegetables,Vegetables
2551,06-06-2015,rolls/buns,Bakery
2062,03-09-2015,bottled beer,Uncategorized
4407,19-02-2015,domestic eggs,Uncategorized
1479,15-05-2015,shopping bags,Uncategorized
1049,04-08-2015,candy,Uncategorized
3062,22-03-2015,whole milk,Dairy
3328,15-10-2015,soda,Beverages
2269,20-09-2015,rolls/buns,Bakery
2195,10-07-2015,canned fish,Seafood
4757,12-01-2015,yogurt,Dairy
4883,16-05-2015,shopping bags,Uncategorized
1846,11-09-2015,root vegetables,Vegetables
4439,21-08-2015,rolls/buns,Bakery
2102,25-01-2015,beef,Meat
3333,22-02-2015,rolls/buns,Bakery
4486,06-11-2015,rolls/buns,Bakery
3010,14-08-2015,root vegetables,Vegetables
1206,02-01-2015,cat food,Pet Supplies
2220,07-01-2015,pastry,Bakery
1989,09-09-2015,mustard,Condiments
3635,19-06-2015,newspapers,Uncategorized
1275,11-04-2015,citrus fruit,Fruits
3433,22-08-2015,whipped/sour cream,Dairy
1426,08-07-2015,pip fruit,Fruits
1110,09-09-2015,yogurt,Dairy
4163,23-04-2015,liquor,Uncategorized
4809,28-09-2015,pip fruit,Fruits
3559,02-07-2015,shopping bags,Uncategorized
3385,28-06-2015,other vegetables,Vegetables
4523,27-02-2015,zwieback,Uncategorized
4335,05-01-2015,other vegetables,Vegetables
1900,08-01-2015,soda,Beverages
1859,28-05-2015,meat,Uncategorized
3139,17-02-2015,cat food,Pet Supplies
1614,03-02-2015,whole milk,Dairy
4694,07-07-2015,misc. beverages,Uncategorized
4257,18-08-2015,whole milk,Dairy
1604,11-11-2015,fruit/vegetable juice,Fruits
4857,28-07-2015,tropical fruit,Fruits
2017,23-10-2015,UHT-milk,Dairy
3239,27-11-2015,yogurt,Dairy
4194,11-05-2015,chewing gum,Uncategorized
1014,04-01-2015,cookware,Uncategorized
3651,04-07-2015,yogurt,Dairy
1591,20-03-2015,hard cheese,Dairy
1572,14-07-2015,whipped/sour cream,Dairy
2255,18-12-2015,cake bar,Bakery
1793,22-10-2015,frozen meals,Frozen
3256,30-07-2015,soda,Beverages
3176,05-02-2015,red/blush wine,Uncategorized
2790,11-10-2015,tropical fruit,Fruits
3581,12-04-2015,rolls/buns,Bakery
1190,27-10-2015,waffles,Uncategorized
4960,15-08-2015,salty snack,Snacks
1697,17-11-2015,soda,Beverages
1208,16-12-2015,butter milk,Dairy
1148,14-01-2015,yogurt,Dairy
1763,27-12-2015,semi-finished bread,Bakery
4526,21-08-2015,yogurt,Dairy
4447,01-05-2015,butter,Dairy
3521,17-07-2015,whole milk,Dairy
2969,08-12-2015,waffles,Uncategorized
2790,11-10-2015,other vegetables,Vegetables
4328,29-08-2015,yogurt,Dairy
3484,22-09-2015,salty snack,Snacks
2467,07-10-2015,yogurt,Dairy
4722,16-12-2015,bottled water,Beverages
1490,04-10-2015,detergent,Household
4655,02-08-2015,rolls/buns,Bakery
2842,29-07-2015,whole milk,Dairy
1796,03-11-2015,yogurt,Dairy
4426,18-05-2015,curd,Uncategorized
2656,02-02-2015,cleaner,Household
4440,11-04-2015,root vegetables,Vegetables
3682,06-08-2015,oil,Uncategorized
2897,27-01-2015,yogurt,Dairy
3316,07-01-2015,cleaner,Household
1494,26-03-2015,shopping bags,Uncategorized
4427,31-01-2015,white bread,Bakery
1322,16-09-2015,curd,Uncategorized
3354,09-11-2015,hygiene articles,Uncategorized
2169,20-09-2015,rum,Uncategorized
2140,30-12-2015,other vegetables,Vegetables
1921,11-11-2015,whipped/sour cream,Dairy
2101,10-04-2015,onions,Uncategorized
3204,25-02-2015,curd,Uncategorized
3544,04-04-2015,chocolate,Snacks
3659,28-04-2015,whole milk,Dairy
2233,10-04-2015,bottled beer,Uncategorized
1832,23-04-2015,sauces,Condiments
3133,25-12-2015,white wine,Uncategorized
3438,25-07-2015,Instant food products,Uncategorized
3294,05-04-2015,root vegetables,Vegetables
1035,23-05-2015,frozen vegetables,Vegetables
4067,16-10-2015,pastry,Bakery
1710,05-12-2015,rolls/buns,Bakery
4781,25-01-2015,candles,Uncategorized
1768,18-04-2015,long life bakery product,Uncategorized
3907,24-06-2015,whipped/sour cream,Dairy
4885,16-10-2015,whipped/sour cream,Dairy
4584,02-12-2015,newspapers,Uncategorized
3728,12-06-2015,waffles,Uncategorized
1875,29-07-2015,butter milk,Dairy
1881,15-10-2015,bottled water,Beverages
2997,10-02-2015,specialty chocolate,Snacks
4190,23-09-2015,citrus fruit,Fruits
3283,02-07-2015,onions,Uncategorized
1903,10-03-2015,tropical fruit,Fruits
4949,18-08-2015,rolls/buns,Bakery
2460,18-12-2015,butter,Dairy
4726,01-03-2015,tropical fruit,Fruits
3066,06-12-2015,soda,Beverages
1239,22-03-2015,processed cheese,Dairy
3495,17-06-2015,candy,Uncategorized
1848,20-06-2015,fruit/vegetable juice,Fruits
2705,16-11-2015,hamburger meat,Meat
3042,27-12-2015,root vegetables,Vegetables
3088,30-04-2015,chocolate,Snacks
3728,15-03-2015,specialty chocolate,Snacks
4634,26-02-2015,hard cheese,Dairy
3542,16-06-2015,beef,Meat
1666,15-04-2015,long life bakery product,Uncategorized
3617,17-04-2015,other vegetables,Vegetables
3209,25-12-2015,UHT-milk,Dairy
2284,11-03-2015,ice cream,Dairy
2716,23-09-2015,ice cream,Dairy
1499,09-11-2015,soda,Beverages
4695,03-10-2015,beef,Meat
3597,13-12-2015,specialty chocolate,Snacks
2408,09-09-2015,liquor,Uncategorized
2413,25-10-2015,other vegetables,Vegetables
3664,30-05-2015,other vegetables,Vegetables
4483,15-08-2015,chocolate marshmallow,Snacks
1265,03-10-2015,brown bread,Bakery
2235,13-09-2015,root vegetables,Vegetables
1730,25-12-2015,semi-finished bread,Bakery
4920,21-02-2015,yogurt,Dairy
4555,09-07-2015,soda,Beverages
2069,16-03-2015,sugar,Dry Goods
2954,05-06-2015,brown bread,Bakery
4893,01-03-2015,napkins,Uncategorized
1961,15-12-2015,rolls/buns,Bakery
1165,29-12-2015,spices,Spices & Seasonings
2489,22-12-2015,beverages,Uncategorized
1383,23-02-2015,tropical fruit,Fruits
4812,17-03-2015,canned beer,Canned Goods
1235,29-05-2015,waffles,Uncategorized
4313,23-06-2015,soda,Beverages
4044,01-12-2015,hamburger meat,Meat
2926,29-10-2015,yogurt,Dairy
2764,25-02-2015,bottled water,Beverages
4340,26-01-2015,whole milk,Dairy
2106,28-08-2015,cream cheese ,Dairy
1083,06-02-2015,sliced cheese,Dairy
2043,07-03-2015,rolls/buns,Bakery
4196,07-11-2015,whipped/sour cream,Dairy
3844,17-09-2015,pip fruit,Fruits
2248,17-03-2015,newspapers,Uncategorized
3280,13-07-2015,UHT-milk,Dairy
1678,01-08-2015,onions,Uncategorized
4567,04-08-2015,whole milk,Dairy
1614,21-10-2015,napkins,Uncategorized
4251,17-01-2015,pastry,Bakery
4064,17-09-2015,butter milk,Dairy
4629,24-02-2015,whole milk,Dairy
4249,04-12-2015,other vegetables,Vegetables
2798,22-08-2015,pastry,Bakery
4944,06-09-2015,bottled beer,Uncategorized
4495,16-12-2015,beef,Meat
4524,02-05-2015,specialty bar,Snacks
2941,26-09-2015,yogurt,Dairy
2862,08-08-2015,long life bakery product,Uncategorized
3248,19-06-2015,pork,Meat
1001,14-04-2015,white bread,Bakery
2104,20-10-2015,cream cheese ,Dairy
2083,19-06-2015,other vegetables,Vegetables
1932,27-06-2015,tropical fruit,Fruits
3760,03-11-2015,soda,Beverages
2894,14-03-2015,newspapers,Uncategorized
3590,09-01-2015,citrus fruit,Fruits
4616,14-02-2015,condensed milk,Dairy
2527,20-01-2015,meat,Uncategorized
2327,06-07-2015,pip fruit,Fruits
4091,25-02-2015,whole milk,Dairy
4735,01-04-2015,whole milk,Dairy
4195,04-05-2015,other vegetables,Vegetables
1017,16-05-2015,rolls/buns,Bakery
4115,22-05-2015,waffles,Uncategorized
1339,05-05-2015,whole milk,Dairy
4037,29-12-2015,root vegetables,Vegetables
2789,01-06-2015,grapes,Uncategorized
1620,20-08-2015,yogurt,Dairy
4656,27-01-2015,cat food,Pet Supplies
4795,30-07-2015,sliced cheese,Dairy
3843,04-09-2015,grapes,Uncategorized
4710,20-04-2015,pasta,Grains & Pasta
1090,04-10-2015,yogurt,Dairy
1539,07-04-2015,margarine,Uncategorized
2114,24-05-2015,soups,Canned Goods
4236,13-10-2015,canned beer,Canned Goods
4727,06-10-2015,root vegetables,Vegetables
1967,23-06-2015,seasonal products,Uncategorized
1584,31-01-2015,whole milk,Dairy
4883,28-08-2015,other vegetables,Vegetables
4039,19-01-2015,vinegar,Uncategorized
3927,09-12-2015,rolls/buns,Bakery
3594,11-09-2015,other vegetables,Vegetables
4129,07-11-2015,margarine,Uncategorized
2616,16-05-2015,pip fruit,Fruits
2539,15-11-2015,tropical fruit,Fruits
2556,28-08-2015,pastry,Bakery
3855,18-06-2015,domestic eggs,Uncategorized
2089,15-10-2015,cream cheese ,Dairy
2466,28-08-2015,whole milk,Dairy
1211,19-04-2015,other vegetables,Vegetables
1370,05-07-2015,chocolate,Snacks
3779,10-10-2015,domestic eggs,Uncategorized
3498,31-03-2015,root vegetables,Vegetables
1613,06-04-2015,whipped/sour cream,Dairy
1176,17-08-2015,other vegetables,Vegetables
4027,29-06-2015,pip fruit,Fruits
4389,17-12-2015,liquor,Uncategorized
2578,28-05-2015,root vegetables,Vegetables
1342,19-02-2015,pastry,Bakery
2210,07-09-2015,rolls/buns,Bakery
4807,08-04-2015,waffles,Uncategorized
2799,10-09-2015,pickled vegetables,Vegetables
2957,27-11-2015,grapes,Uncategorized
3566,14-12-2015,pork,Meat
4768,13-03-2015,flour,Dry Goods
4853,04-10-2015,whole milk,Dairy
3791,25-03-2015,yogurt,Dairy
3235,14-11-2015,long life bakery product,Uncategorized
3866,07-07-2015,whole milk,Dairy
4385,17-11-2015,margarine,Uncategorized
4938,10-12-2015,other vegetables,Vegetables
